0,2,4,1,3,5,9,7,10,6,8,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,19,18,16,20,14,23,17,22,21,24
0,1,5,3,2,6,4,7,10,8,12,9,11,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,11,12,15,13,14,10,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,7,8,9,6,13,10,11,14,12,15,16,17,18,19,20,21,22,23,24
0,5,4,3,1,6,7,2,9,8,11,10,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,4,3,5,7,8,9,6,11,10,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,11,10,13,14,15,12,16,18,20,17,19,21,22,23,24
0,1,5,8,2,7,4,6,3,11,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,6,5,11,7,10,8,9,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,8,7,6,10,9,12,11,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,17,16,19,20,22,21,24,23
0,1,2,3,7,6,8,4,9,5,10,12,14,11,13,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,10,9,13,11,12,18,16,15,14,19,17,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,10,11,13,16,12,21,14,20,17,18,19,15,22,23,24
0,2,4,3,1,5,7,9,6,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,7,6,5,9,10,11,8,13,15,12,14,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,20,15,18,14,17,19,21,24,23,22
0,1,4,3,2,5,6,9,11,8,7,10,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,4,2,6,5,3,7,9,8,10,12,11,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,10,8,13,11,9,14,18,12,16,17,15,19,20,21,22,23,24
2,4,1,0,3,7,5,8,6,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,10,11,13,12,16,20,14,17,18,15,21,19,22,23,24
0,2,1,3,6,5,4,8,9,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,4,2,8,3,1,5,9,6,7,11,10,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,17,16,15,20,19,18,21,23,22,24
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,19,16,15,17,18,20,21,22,23,24
0,1,2,3,4,5,6,8,9,7,10,11,14,15,13,12,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,11,12,10,18,9,13,14,15,16,17,19,20,21,22,23,24
0,1,2,3,4,5,8,7,9,10,6,11,16,12,15,13,14,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,14,10,11,12,18,16,13,17,15,19,20,21,22,23,24
0,1,2,3,4,7,6,9,5,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,9,4,6,7,8,5,11,13,10,12,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,9,10,8,16,17,12,11,15,13,14,18,19,20,21,22,23,24
1,2,3,7,4,0,5,6,8,10,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,8,9,10,11,13,12,14,15,18,16,20,17,22,19,21,23,24
0,4,1,3,6,2,5,10,9,7,8,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,3,4,1,7,6,5,2,8,9,11,10,12,13,14,15,16,17,18,19,20,21,22,23,24
3,0,1,2,4,6,5,8,10,7,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,6,7,9,8,10,13,14,12,15,11,16,17,18,19,20,21,22,23,24
0,1,2,3,4,5,10,7,6,8,13,12,11,9,14,15,16,17,18,19,20,21,22,23,24
0,1,2,4,7,5,6,3,8,11,9,10,13,12,14,15,16,17,18,19,20,21,22,23,24
0,1,2,3,8,5,4,7,6,9,11,10,12,13,14,15,16,17,18,19,20,21,22,23,24
